"","pupil","class","extrav","sex","texp","popular","popteach"
"1969",12,99,6,"Female",21,7.4,7
"1970",13,99,4,"Male",21,4.1,4
"1971",14,99,5,"Male",21,5,5
"1972",15,99,4,"Female",21,5.8,5
"1973",16,99,5,"Male",21,4.4,4
"1974",17,99,3,"Male",21,2.9,4
"1975",18,99,4,"Male",21,3.5,4
"1976",19,99,5,"Female",21,5.4,6
"1977",20,99,5,"Female",21,5.9,5
"1978",21,99,5,"Male",21,4.6,5
"1979",22,99,5,"Male",21,4.8,4
"1980",23,99,5,"Male",21,4.2,4
"1981",1,100,5,"Male",7,3.9,4
"1982",2,100,6,"Male",7,3.7,5
"1983",3,100,7,"Female",7,6.1,7
"1984",4,100,3,"Male",7,1.7,2
"1985",5,100,7,"Female",7,5.9,5
"1986",6,100,7,"Female",7,6.1,7
"1987",7,100,7,"Male",7,4.3,5
"1988",8,100,5,"Male",7,3.9,4
"1989",9,100,5,"Male",7,1.1,1
"1990",10,100,5,"Male",7,1.4,2
"1991",11,100,5,"Male",7,1.9,3
"1992",12,100,6,"Female",7,4.9,6
"1993",13,100,7,"Female",7,6.5,6
"1994",14,100,5,"Female",7,3.7,3
"1995",15,100,5,"Female",7,5.2,4
"1996",16,100,4,"Female",7,4.3,5
"1997",17,100,4,"Male",7,2.6,2
"1998",18,100,8,"Female",7,6.7,7
"1999",19,100,5,"Male",7,2.9,3
"2000",20,100,9,"Male",7,5.3,5
